object_name,sector,level,service_scale,process_criticality,num_users,num_territories,predicted_financial_damage,recovery_time_hours,critical_processes_count,integrations_count,personal_data_subjects,affected_employees,continuous_operation,uses_automated_control_system,provides_gov_services,life_health_impact,ecological_impact,defense_impact,public_order_impact,transport_impact,communication_impact,sensitive_info,category_level
АСУ ТП управления #172,Топливная промышленность,Объектовый,Вся страна,Средняя,1131,56,3077888,48.0,4,5,753,483,True,True,False,False,True,False,False,True,False,False,1
ИС аналитики #173,Оборонная промышленность,Региональный,Вся страна,Средняя,315950,67,13798835,72.0,7,14,62559,2426,True,False,False,False,False,False,False,False,True,True,2
Портал управления #174,Топливная промышленность,Федеральный,Несколько муниципалитетов,Критическая,226278,4,27866579,0.5,5,34,196238,2103,True,True,False,True,True,False,True,False,False,False,3
Сеть обработки #175,Государственное управление,Муниципальный,Несколько муниципалитетов,Высокая,10643,4,147909528,24.0,8,12,9134,1712,True,False,True,False,False,False,True,False,False,True,2
Сеть обработки #176,Транспорт,Региональный,Несколько муниципалитетов,Средняя,262022,4,5361109,24.0,5,16,189023,1335,False,True,False,True,False,False,True,True,False,False,3
Платформа аналитики #177,Связь,Муниципальный,Вся страна,Средняя,59353,70,969001,168.0,7,12,44285,2907,False,False,False,False,False,False,False,False,True,False,1
Портал аналитики #178,Банковская сфера,Объектовый,Один город,Средняя,3215,4,6162982,48.0,1,4,2635,820,False,False,True,False,False,False,False,False,False,True,1
Система обработки #179,Связь,Объектовый,Субъект РФ,Средняя,1046,1,2291914,48.0,4,7,444,30,False,False,False,False,True,False,False,False,True,False,0
Платформа обработки #180,Банковская сфера,Объектовый,Федеральный округ,Высокая,421,28,9172048,12.0,2,5,383,585,True,False,False,False,False,False,False,False,False,True,1
ИС передачи #181,Оборонная промышленность,Объектовый,Несколько муниципалитетов,Низкая,1662,4,1148718,72.0,2,5,292,683,False,False,False,False,False,True,False,False,False,True,1
Сервис управления #182,Транспорт,Федеральный,Вся страна,Средняя,973225,61,7151741,168.0,8,44,644899,601,False,True,False,True,False,False,True,True,False,False,3
Система обработки #183,Оборонная промышленность,Муниципальный,Один город,Средняя,6790,4,617959,48.0,7,5,8882,2220,False,False,False,False,False,False,False,False,False,True,0
АСУ ТП хранения #184,Здравоохранение,Региональный,Один город,Низкая,298086,4,303370,48.0,7,13,117776,659,False,False,False,True,False,False,True,False,False,False,2
Система обработки #185,Наука,Региональный,Несколько муниципалитетов,Низкая,124083,4,103143,24.0,9,20,39504,1429,False,False,False,False,True,False,False,False,False,False,1
Сервис мониторинга #186,Топливная промышленность,Муниципальный,Один город,Средняя,28307,1,19789966,24.0,9,13,33625,2109,False,True,False,False,True,False,False,False,False,False,1
Система мониторинга #187,Банковская сфера,Региональный,Вся страна,Средняя,160704,68,1249494,168.0,9,4,118211,2589,True,True,False,False,False,False,False,False,False,True,2
Система передачи #188,Государственное управление,Объектовый,Один город,Средняя,608,2,1078024,168.0,2,3,246,176,False,False,True,False,False,True,True,False,False,True,2
Платформа мониторинга #189,Связь,Объектовый,Несколько муниципалитетов,Средняя,3135,3,64055938,72.0,5,5,3066,842,True,False,False,False,True,False,False,False,True,False,0
Сеть аналитики #190,Наука,Региональный,Федеральный округ,Средняя,197776,14,5128174,24.0,11,20,190132,2579,False,False,False,False,False,False,False,False,False,False,1
Портал хранения #191,Государственное управление,Муниципальный,Субъект РФ,Средняя,70872,5,268086,48.0,9,6,40426,923,True,False,True,False,False,True,True,False,False,True,2
Портал обработки #192,Государственное управление,Федеральный,Вся страна,Высокая,752266,70,185763893,4.0,6,11,864501,1693,True,False,True,False,False,False,True,False,True,False,3
Сервис обработки #193,Государственное управление,Региональный,Вся страна,Средняя,75838,77,4865159,48.0,10,13,55958,2194,False,False,True,False,False,True,True,False,False,True,3
